,Unnamed: 0,Match,Definition
49,49,sexuality education--(A) that includes,"Community organization.--The term ``community organization'' means a public health care facility or a nonprofit organization that provides health- or STI-related services according to established public health standards.(2) Comprehensive sexuality education.--The term ``comprehensive sexuality education'' means sexuality education--(A) that includes information about abstinence and about the proper use and disposal of sexual barrier protection devices; and(B) that is--(i) evidence based;(ii) medically accurate;(iii) age and developmentally appropriate;(iv) gender and identity sensitive;(v) culturally and linguistically appropriate; and(vi) structured to promote critical thinking, self-esteem, respect for others, and the development of healthy attitudes and relationships.(3) Correctional facility.--The term ``correctional facility'' means any prison, penitentiary, adult detention facility, juvenile detention facility, jail, or other facility to which individuals may be sent after conviction of a crime or act of juvenile delinquency within the United States.(4)"
50,50,gender identity'' means,"In general.--Not later than 120 days after the date of enactment of this Act, the Director of the Centers for Disease Control and Prevention shall take measures to improve the incidence of the collection of information on the sexual orientation and gender identity of deceased individuals through the National Violent Death Reporting System or any successor programs.(B) Confidentiality.--Any information collected relating to the sexual orientation or gender identity of a decedent shall be maintained in accordance with the confidentiality and privacy standards and policies for the protection of individuals applicable to all other data collected for purposes of the National Violent Death Reporting System.(2) Definitions.--In this subsection:(A) Gender identity.--The term ``gender identity'' means an individual's sense of being male, female, transgender, or another gender, as distinct from the individual's sex assigned at birth.(B)"
51,51,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attractions, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(3) Authorization.--There is authorized to be appropriated $25,000,000 for fiscal year 2023 to carry out this subsection.(b) Sense of Congress.--It is the sense of Congress that--(1) the Centers for Disease Control and Prevention has made significant efforts to encourage States and other jurisdictions to collect data on sexual orientation and gender identity through the National Violent Death Reporting System; and(2) jurisdictions that participate in the collection of such data through the National Violent Death Reporting System should be commended for their participation."
0,0,orientation' means,"``(r) `Sexual orientation' means homosexuality, heterosexuality, or bisexuality."
0,0,sex' means,"Biological sex.--The term `biological sex' means the biological indication of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender."
1,1,biological sex' means,"Biological sex.--The term `biological sex' means the biological indication of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender."
2,2,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
3,3,gender transition' means,"Gender transition.--The term `gender transition' means the process in which a person goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
4,4,gender transition procedure' means,"In general.--The term `gender transition procedure' means any medical or surgical service, including physician's services, inpatient and outpatient hospital services, or prescribed drugs related to gender transition, that seek to alter or remove physical or anatomical characteristics or features that are typical for an individual's biological sex, or to instill or create physiological or anatomical characteristics that resemble a sex different from an individual's birth sex, including, without limitation, medical services that provide puberty-blocking drugs, cross-sex hormones, or other mechanisms to promote the development of feminizing or masculinizing features (in the opposite sex), or genital gender transition surgery or nongenital gender transition surgery performed for the purpose of assisting an individual with a gender transition."
5,5,gender transition surgery' means,"In general.--The term `gender transition surgery' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for an individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from an individual's birth sex, including, without limitation, genital gender reassignment surgery or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition."
6,6,gender transition surgery' includes,"Genital gender transition surgery.--The term `genital gender transition surgery' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients, or hysterectomy/ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients when performed for the purpose of assisting an individual with a gender transition."
7,7,gender transition surgery' means,"``(8) Non-genital gender transition surgery.--The term `non-genital gender transition surgery' means surgical procedures including augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or other aesthetic procedures for biologically male patients or subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants, or other aesthetic procedures for biologically female patients, when performed for the purpose of assisting an individual with a gender transition."
8,8,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(5) National gender equity infrastructure.--The term ``national gender equity infrastructure'' means the horizontal and vertical network of title IX coordinators and title IX allies who work to advance gender equity and eliminate discrimination in the United States.(6)"
9,9,gender equity infrastructure'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(5) National gender equity infrastructure.--The term ``national gender equity infrastructure'' means the horizontal and vertical network of title IX coordinators and title IX allies who work to advance gender equity and eliminate discrimination in the United States.(6)"
10,10,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means homosexuality, heterosexuality, or bisexuality.(9)"
11,11,orientation includes,"An explicit and comprehensive national solution is needed to address this discrimination, including the full range of remedies available under the Civil Rights Act of 1964.(12) Discrimination based on sexual orientation includes discrimination based on an individual's actual or perceived romantic, emotional, physical, or sexual attraction to other persons, or lack thereof, on the basis of gender."
12,12,gender identity' means,"Gender identity.--The term `gender identity' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth."
13,13,orientation' means,"``(5) Sexual orientation.--The term `sexual orientation' means homosexuality, heterosexuality, or bisexuality."
14,14,gender-affirming care' means,"In general.--For purposes of this chapter, except as provided in subparagraph (B), the term `gender-affirming care' means, with respect to an individual, any of the following:``(i)"
15,15,sex' means,"Biological sex.--The term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth."
16,16,biological sex' means,"Biological sex.--The term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth."
17,17,sex'' means,"Biological sex.--The term ``biological sex'' means the genetic classification of an individual as male or female, as reflected in the organization of the body of such individual for a reproductive role or capacity, such as through sex chromosomes, naturally occurring sex hormones, and internal and external genitalia present at birth, without regard to the subjective sense of identity of the individual.(2) Gender-transition procedure.--(A)"
18,18,biological sex'' means,"Biological sex.--The term ``biological sex'' means the genetic classification of an individual as male or female, as reflected in the organization of the body of such individual for a reproductive role or capacity, such as through sex chromosomes, naturally occurring sex hormones, and internal and external genitalia present at birth, without regard to the subjective sense of identity of the individual.(2) Gender-transition procedure.--(A)"
19,19,gender identity' means,"Gender identity.--The term `gender identity' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth."
20,20,orientation' means,"``(5) Sexual orientation.--The term `sexual orientation' means homosexuality, heterosexuality, or bisexuality."
21,21,sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male and female as determined by reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to a person's psychological, chosen, or subjective experience of gender.(2)"
22,22,biological sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male and female as determined by reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to a person's psychological, chosen, or subjective experience of gender.(2)"
23,23,gender identity'' means,"Gender identity.--The term ``gender identity'' means a person's self-perception of their gender or claimed gender, regardless of the person's biological sex.(5)"
24,24,gender transition'' includes,"In general.--The term ``gender transition'' includes both medical transition and social transition.(B) Medical transition.--The term ``medical transition'' means any medical, hormonal, or surgical intervention undertaken to alter the body of a person in order to assert an identity incongruent with biological sex or undertaken to create or facilitate the development of physiological or anatomical characteristics that resemble a sex different from the person's biological sex.(C)"
25,25,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerism, or other gender-related characteristic of an individual, regardless of the designated sex at birth of the individual.(5) Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attraction, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(6)"
26,26,orientation'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerism, or other gender-related characteristic of an individual, regardless of the designated sex at birth of the individual.(5) Sexual orientation.--The term ``sexual orientation'' means how a person identifies in terms of their emotional, romantic, or sexual attraction, and includes identification as straight, heterosexual, gay, lesbian, or bisexual, among other terms.(6)"
27,27,sex characteristics''--(A) means,"Survey.--The term ``survey'' means a data collection activity involving a questionnaire for a sample of a population and includes the decennial census.(7) Variations in sex characteristics.--The term ``variations in sex characteristics''--(A) means a physical trait present at birth or naturally occurring at a later time (including genitals, gonads, hormone function, and chromosome patterns), that differ from normative expectations for male or female bodies regarding the development, appearance, or function of sex-related characteristics; and(B) is sometimes referred to as intersex traits."
28,28,sex'' means,"Biological sex.--The term ``biological sex'' means the biological indicators of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender.(2)"
29,29,biological sex'' means,"Biological sex.--The term ``biological sex'' means the biological indicators of male or female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and non-ambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience of gender.(2)"
30,30,gender'' means,"Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3) School employee.--The term ``school employee'' includes--(A) a teacher, substitute teacher, school administrator, school superintendent, guidance counselor, psychologist, social worker, nurse, physician, school paraprofessional or coach employed by a public elementary or secondary school or local educational agency in a State;(B) an individual associated with the administration or financing of an extracurricular activity hosted by or at a public elementary or secondary school; or(C) any other individual who, in the performance of his or her duties, has regular contact with students under the age of 18 years old and who provides services to or on behalf of such students enrolled in a public elementary or secondary school, pursuant to a contract with the public elementary or secondary school, State educational agency, or local educational agency.(4) State.--The term ``State'' means each of the several States, the District of Columbia, and any commonwealth, territory, or possession of the United States."
31,31,gender transition procedure' means,"In general.--The term `gender transition procedure' means any medical or surgical service which seeks to alter or remove physiological or anatomical characteristics or features which are typical for the individual's biological sex, or to instill or create physiological or anatomical characteristics which resemble a sex different from the individual's birth sex, for the purpose of gender transition, including--``(I) physician's services and inpatient and outpatient hospital services, including gender transition surgery, and``(II) prescribed drugs related to gender transition, including puberty-blocking drugs, cross-sex hormones, or other mechanisms to promote the development of feminizing or masculinizing features (in the opposite sex).``(ii) Exceptions.--Such term does not include--``(I) services for treatment of a medically verifiable disorder of sex development, including--``(aa) external biological sex characteristics which are irresolvably ambiguous, such as the presence of 46 XX chromosomes with virilization, 46 XY chromosomes with undervirilization, or both ovarian and testicular tissue, or``(bb) other physician-diagnosed disorder of sexual development, with respect to which the physician has determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action for a biological male or biological female, or``(II) treatment of any infection, injury, disease, or disorder caused or exacerbated by the performance of any gender transition procedure, whether or not the gender transition procedure was performed in accordance with State and Federal law or whether not a deduction for expenses in connection with the gender transition procedure is allowable under this chapter."
32,32,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
33,33,gender transition' means,"Gender transition.--The term `gender transition' means the process in which an individual goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
34,34,gender transition surgery' means,"In general.--The term `gender transition surgery' means any surgical service, including genital or non-genital surgery, performed for the purpose of assisting an individual with a gender transition."
35,35,-sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
36,36,sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
37,37,cross-sex hormones' means,"hormones.--The term `cross-sex hormones' means testosterone or other androgens given to biological females at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological females, and estrogen given to biological males at doses which are profoundly larger or more potent than would normally occur naturally in healthy biological males."
38,38,sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male or female in the context of reproductive potential or capacity, including sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth.(3) ESEA terms.--The terms ``elementary school'' and ``parent'' have the meanings given such terms in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(4)"
39,39,biological sex'' means,"Biological sex.--The term ``biological sex'' means the biological indication of male or female in the context of reproductive potential or capacity, including sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth.(3) ESEA terms.--The terms ``elementary school'' and ``parent'' have the meanings given such terms in section 8101 of the Elementary and Secondary Education Act of 1965 (20 U.S.C. 7801).(4)"
40,40,gender identity'' means,"Gender identity.--The term ``gender identity'' means an individual's perception of their own gender or claimed gender, regardless of the biological sex of the individual.(5) Lesson.--The term ``lesson'' means a planned and structured period of learning.(6) Secretary.--The term ``Secretary'' means the Secretary of Education.(7)"
41,41,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means an individual's actual or perceived romantic, physical or sexual attraction to other individuals, or lack thereof, on the basis of gender.(8) Transgender individual.--The term ``transgender individual'' means an individual whose gender identity or behavior does not conform to that typically associated with the biological sex of the individual.(9) Transgender studies.--The term ``transgender studies'' means the study of transgender individuals."
42,42,transgender individual'' means,"Sexual orientation.--The term ``sexual orientation'' means an individual's actual or perceived romantic, physical or sexual attraction to other individuals, or lack thereof, on the basis of gender.(8) Transgender individual.--The term ``transgender individual'' means an individual whose gender identity or behavior does not conform to that typically associated with the biological sex of the individual.(9) Transgender studies.--The term ``transgender studies'' means the study of transgender individuals."
43,43,transgender studies'' means,"Sexual orientation.--The term ``sexual orientation'' means an individual's actual or perceived romantic, physical or sexual attraction to other individuals, or lack thereof, on the basis of gender.(8) Transgender individual.--The term ``transgender individual'' means an individual whose gender identity or behavior does not conform to that typically associated with the biological sex of the individual.(9) Transgender studies.--The term ``transgender studies'' means the study of transgender individuals."
44,44,gender affirming care' means,"In general.--For purposes of this chapter, except as provided in subparagraph (B), the term `gender affirming care' means, with respect to an individual, any of the following:``(i)"
45,45,sex' means,"Biological sex.--The term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth."
46,46,biological sex' means,"Biological sex.--The term `biological sex' means the indication of male or female sex by reproductive potential or capacity, sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia present at birth."
47,47,-sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
48,48,sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
49,49,cross-sex hormones'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
50,50,gender'' means,"hormones.--The term ``cross-sex hormones'' means testosterone or other androgens given to biological females at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological females, or estrogen given to biological males at doses that are profoundly larger or more potent than would normally occur naturally in healthy biological males.(2) Gender.--The term ``gender'' means the psychological, behavioral, social, and cultural aspects of being male or female.(3)"
51,51,gender dysphoria'' means,"Gender dysphoria.--The term ``gender dysphoria'' means a marked incongruence between one's experienced or expressed gender and biological sex.(4) Gender transition.--The term ``gender transition'' means the process by which a person goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes.(5)"
52,52,gender transition'' means,"Gender dysphoria.--The term ``gender dysphoria'' means a marked incongruence between one's experienced or expressed gender and biological sex.(4) Gender transition.--The term ``gender transition'' means the process by which a person goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes.(5)"
53,53,gender transition surgery'' means,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
54,54,gender transition surgery'' includes,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
55,55,gender transition surgery''--(A) includes,"Gender transition surgery.--The term ``gender transition surgery'' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex, including genital or non-genital gender reassignment surgery performed for the purpose of assisting an individual with a gender transition.(7) Genital gender transition surgery.--The term ``genital gender transition surgery'' includes surgical procedures such as penectomy, orchiectomy, vaginoplasty, clitoroplasty, or vulvoplasty for biologically male patients or hysterectomy, ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, or implantation of erection or testicular prostheses for biologically female patients, when performed for the purpose of assisting an individual with a gender transition.(8) Non-genital gender transition surgery.--The term ``non-genital gender transition surgery''--(A) includes, when performed for the purpose of assisting an individual with a gender transition--(i) surgical procedures such as augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants or lipofilling), hair reconstruction, or various aesthetic procedures for biologically male patients; or(ii) subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants or various aesthetic procedures for biologically female patients; and(B) does not include any procedure undertaken because the individual suffers from a physical disorder, physical injury, or physical illness that would, as certified by a physician, place the individual in imminent danger of death or impairment of major bodily function unless surgery is performed, unless the procedure is for the purpose of a gender transition.(9) Puberty-blocking drugs.--The term ``puberty-blocking drugs'' means, when used to delay or suppress pubertal development in children for the purpose of assisting an individual with a gender transition--(A) Gonadotropin-releasing hormone (GnRH) analogues or other synthetic drugs used in biological males to stop luteinizing hormone secretion and therefore testosterone secretion; and(B) synthetic drugs used in biological females that stop the production of estrogen and progesterone.(10)"
56,56,gender of an individual means,"In General.--The Secretary of State may not issue any passport that contains a gender designation other than ``male'' or ``female'', and may permit applicants for passports to select, between such designations, only the designation that matches the biological gender of the applicant.(b) Definition of Biological Gender.--For purposes of the prohibition in this section, the biological gender of an individual means the biological classification of the individual as of the male or female sex in the context of reproductive potential or capacity, as indicated by sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth."
57,57,sex' means,"Biological sex.--The term `biological sex' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to the psychological, chosen, or subjective experience of the gender of an individual."
58,58,biological sex' means,"Biological sex.--The term `biological sex' means the biological indication of male and female in the context of reproductive potential or capacity, such as sex chromosomes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to the psychological, chosen, or subjective experience of the gender of an individual."
59,59,gender' means,"Gender.--The term `gender' means the psychological, behavioral, social, and cultural aspects of being male or female."
60,60,gender transition' means,"Gender transition.--The term `gender transition' means the process in which an individual goes from identifying with and living as a gender that corresponds to his or her biological sex to identifying with and living as a gender different from his or her biological sex, and may involve social, legal, or physical changes."
61,61,gender transition procedure' means,In general.--The term `gender transition procedure' means any medical or surgical service that seeks--``(i) to alter or remove physical or anatomical characteristics or features that are typical for the individual's biological sex; or``(ii) to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
62,62,gender transition surgery' means,In general.--The term `gender transition surgery' means any medical or surgical service that seeks to surgically alter or remove healthy physical or anatomical characteristics or features that are typical for the individual's biological sex in order to instill or create physiological or anatomical characteristics that resemble a sex different from the individual's birth sex.
63,63,gender transition surgery' includes,Inclusions.--The term `gender transition surgery' includes genital gender transition surgery and non-genital gender transition surgery.
64,64,gender transition surgery' means,"Genital gender transition surgery.--The term `genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, a penectomy, orchiectomy, vaginoplasty, clitoroplasty, and vulvoplasty; and``(B) for biologically female patients, a hysterectomy/ovariectomy, reconstruction of the fixed part of the urethra with or without a metoidioplasty or a phalloplasty, vaginectomy, scrotoplasty, and implantation of erection or testicular prostheses."
65,65,gender transition surgery' means,"Minor.--The term `minor' means an individual under the age of 18.``(9) Non-genital gender transition surgery.--The term `non-genital gender transition surgery' means a surgical procedure performed for the purpose of assisting an individual with a gender transition, including--``(A) for biologically male patients, augmentation mammoplasty, facial feminization surgery, liposuction, lipofilling, voice surgery, thyroid cartilage reduction, gluteal augmentation (implants/lipofilling), hair reconstruction, and various aesthetic procedures; and``(B) for biologically female patients, subcutaneous mastectomy, voice surgery, liposuction, lipofilling, pectoral implants, and various aesthetic procedures."
66,66,gender-neutral language'' means,"Amendment of Nonpositive Law Titles.--The Law Revision Counsel of the House of Representatives shall, pursuant to subsection (a), draft a bill to amend the titles of the United States Code that have not yet been enacted into positive law for the purpose of striking masculine pronouns and nouns and inserting gender-neutral language in each case in which such amendments conform to the understood policy, intent, and purpose of the Congress in the original enactments.(d) Gender-Neutral Language Defined.--The term ``gender-neutral language'' means language that expressly or implicitly refers to all genders without distinction between such genders and does not expressly or implicitly refer to a gender to the real or apparent exclusion of any other gender."
67,67,sex'' means,"Sex.--The term ``sex'' means the indication of male or female based solely an individual's reproductive biology and genetics at birth, such as sex chromosomes, naturally occurring sex hormones, gonads, or internal or external genitalia, without regard to an individual's psychological, chosen, or subjective identity."
68,68,sex'' includes,"Congress reaffirmed in the Pregnancy Discrimination Act of 1978 that discrimination on the basis of ``sex'' includes but is not limited to discrimination on the basis of ``pregnancy, childbirth, or related medical conditions.''.(13)"
69,69,gender identity' means,"Gender identity.--The term `gender identity' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth."
70,70,orientation' means,"Sexual orientation.--The term `sexual orientation' means an individual's actual or perceived romantic, physical, or sexual attraction to other persons, or lack thereof, that includes heterosexuality, homosexuality, and bisexuality."
71,71,orientation' includes,"``(aa) `Sexual orientation' includes homosexuality, heterosexuality, and bisexuality."
72,72,orientation' means,"``(r) `Sexual orientation' means homosexuality, heterosexuality, or bisexuality.'';(2) in section 804, by inserting ``(including sexual orientation and gender identity)''"
73,73,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, mannerisms, or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(3) Person.--The term ``person'' means any individual, partnership, corporation, cooperative, association, or any other entity.(4)"
74,74,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means homosexuality, heterosexuality, or bisexuality."
75,75,gender identity'' means,"Gender identity.--The term ``gender identity'' means the gender-related identity, appearance, or mannerisms or other gender-related characteristics of an individual, regardless of the individual's designated sex at birth.(3) Intersex.--The term ``intersex'' means individuals born with sex characteristics (including genitals, gonads, or chromosome patterns) that vary from typical binary notions of male or female bodies and is an umbrella term used to describe a wide range of natural bodily variations.(4)"
76,76,orientation'' means,"Sexual orientation.--The term ``sexual orientation'' means actual or perceived homosexuality, heterosexuality, or bisexuality."
77,77,gender expression'' means,"Gender expression.--The term ``gender expression'' means the expression of one's gender, such as through behavior, clothing, haircut, or voice, and which may or may not conform to socially defined behaviors and characteristics typically associated with being either masculine or feminine.(7)"
